term,annotation,df
Oxbotica,organisation,ai_test
Greenwich,location,ai_test
London,location,ai_test
The O2 Arena,location,ai_test
harmonic mean,ai,ai_test
Neuromorphic engineering,field,ai_test
physics,field,ai_test
electronic engineering,field,ai_test
vision systems,product,ai_test
head-eye systems,product,ai_test
auditory processors,product,ai_test
autonomous robots,product,ai_test
biological nervous systems,product,ai_test
BIBO stability criterion,metrics,ai_test
MCC,metrics,ai_test
MIT-IBM Watson AI Lab,organisation,ai_test
2018 International Conference on Learning Representations,conference,ai_test
TRUE prevalence,metrics,ai_test
Fleiss kappa,metrics,ai_test
kappa,metrics,ai_test
correlation,metrics,ai_test
Youden 's J,researcher,ai_test
Building Educational Applications workshop,conference,ai_test
BEA,conference,ai_test
NAACL,conference,ai_test
NLI shared task.,task,ai_test
Tetreault,researcher,ai_test
Viterbi algorithm,algorithm,ai_test
dynamic programming algorithm,algorithm,ai_test
hidden states,ai,ai_test
Viterbi path,ai,ai_test
Markov information source,ai,ai_test
classification method,ai,ai_test
Hidden Markov models,algorithm,ai_test
temporal pattern recognition,field,ai_test
speech,task,ai_test
gesture recognition,task,ai_test
Thad Starner,researcher,ai_test
Alex Pentland,researcher,ai_test
n -gram,ai,ai_test
commonsense reasoning,task,ai_test
deep language understanding,task,ai_test
hand-engineering,ai,ai_test
JavaScript,programlang,ai_test
Newcomb Awards,ai,ai_test
AI Magazine,ai,ai_test
NER,task,ai_test
word segmentation,task,ai_test
dialog systems,product,ai_test
request routing,ai,ai_test
information gathering,ai,ai_test
IEEE Transactions on Speech and Audio Processing,conference,ai_test
"IEEE Transactions on Audio , Speech and Language Processing",conference,ai_test
"IEEE / ACM Transactions on Audio , Speech and Language Processing",conference,ai_test
Computer Speech and Language,conference,ai_test
Speech Communication,conference,ai_test
data clustering,task,ai_test
Matthews correlation coefficient,metrics,ai_test
genetic algorithms,algorithm,ai_test
decision tree learning,algorithm,ai_test
decision rules,algorithm,ai_test
support vector machines,algorithm,ai_test
Probabilistic Robotics,ai,ai_test
John D. Lafferty,researcher,ai_test
Andrew McCallum,researcher,ai_test
Pereiramath,researcher,ai_test
Question answering,task,ai_test
QA,task,ai_test
information retrieval,field,ai_test
Toyota,person,ai_test
Uber,organisation,ai_test
autonomous car,product,ai_test
LSI,task,ai_test
synonymy,ai,ai_test
Boolean keyword queries,algorithm,ai_test
vector space models,algorithm,ai_test
Data acquisition,task,ai_test
Assembly,programlang,ai_test
BASIC,programlang,ai_test
C,programlang,ai_test
C #,programlang,ai_test
Fortran,programlang,ai_test
LabVIEW,programlang,ai_test
Lisp,programlang,ai_test
Pascal,programlang,ai_test
Cog,product,ai_test
Expectation-maximization algorithm,algorithm,ai_test
maximum likelihood estimates,algorithm,ai_test
Baywatch,ai,ai_test
Donna D 'Errico,person,ai_test
Carmen Electra,person,ai_test
Traci Bingham,person,ai_test
Playboy Playmate,ai,ai_test
Heidi Mark,person,ai_test
Arj Barker,person,ai_test
Randy,person,ai_test
Jason Sklar,person,ai_test
ASR,task,ai_test
CMU Sphinx system,product,ai_test
TTS,task,ai_test
Festival system,product,ai_test
TRUE Positive Rate,metrics,ai_test
TPR,metrics,ai_test
TRUE Positive,metrics,ai_test
Condition Positive,metrics,ai_test
CP,metrics,ai_test
TP + FN,metrics,ai_test
SpeechTEK,conference,ai_test
SpeechTEK Europe,conference,ai_test
ICASSP,conference,ai_test
Eurospeech,conference,ai_test
IEEE ASRU,conference,ai_test
statistical Markov model,algorithm,ai_test
Markov process,algorithm,ai_test
median,ai,ai_test
decision tree,algorithm,ai_test
factor analysis,task,ai_test
LCA,algorithm,ai_test
Supervised neural networks,algorithm,ai_test
cost function,ai,ai_test
Tikhonov regularization,algorithm,ai_test
hinge loss function,metrics,ai_test
Breiman,researcher,ai_test
R package randomForest,product,ai_test
retina,ai,ai_test
John Ireland,person,ai_test
Joanne Dru,person,ai_test
Macdonald Carey,person,ai_test
Jack Broder,person,ai_test
Hannah Lee,ai,ai_test
image registration,task,ai_test
tracking,task,ai_test
Confusion matrix,metrics,ai_test
VOICEBOX,product,ai_test
speech processing toolbox,ai,ai_test
Milner,researcher,ai_test
neuroscience,field,ai_test
psychology,field,ai_test
Royal Society of London,organisation,ai_test
Royal Society of Canada,organisation,ai_test
image sharpening,task,ai_test
image filtering,task,ai_test
Collège de France,university,ai_test
INSERM Unit 562,organisation,ai_test
Cognitive Neuroimaging,field,ai_test
Bayesian clustering frameworks,algorithm,ai_test
energy-based frameworks,algorithm,ai_test
TransE,conference,ai_test
Conference on Neural Information Processing Systems 2013,conference,ai_test
Word error rate,metrics,ai_test
Word Error Rate,metrics,ai_test
ANNs,algorithm,ai_test
social network filtering,task,ai_test
playing board and video games,task,ai_test
medical diagnosis,task,ai_test
painting,task,ai_test
Modular Audio Recognition Framework,product,ai_test
MARF,product,ai_test
Big Brother Watch,organisation,ai_test
South Wales Police,organisation,ai_test
Metropolitan Police,organisation,ai_test
ANIMAL,product,ai_test
statistical computing,field,ai_test
graphics,field,ai_test
Time-inhomogeneous hidden Bernoulli model,algorithm,ai_test
TI-HBM,algorithm,ai_test
automatic speech recognition,task,ai_test
Nvidia,organisation,ai_test
speech act theory,ai,ai_test
John Searle,researcher,ai_test
Flores,researcher,ai_test
Neural network models,algorithm,ai_test
Template matching,algorithm,ai_test
medical image processing,task,ai_test
Navneet Dalal,researcher,ai_test
Bill Triggs,researcher,ai_test
French National Institute for Research in Computer Science and Automation,organisation,ai_test
INRIA,organisation,ai_test
HOG descriptors,algorithm,ai_test
Penn,university,ai_test
AT & T Labs,organisation,ai_test
Bell Labs,organisation,ai_test
Michael L. Littman,researcher,ai_test
David A. McAllester,researcher,ai_test
Richard S. Sutton,researcher,ai_test
Secure Systems Research department,organisation,ai_test
Michael Collins,researcher,ai_test
MIT A.I. Lab,organisation,ai_test
robotics,field,ai_test
Shirley Ryan AbilityLab,organisation,ai_test
Rehabilitation Institute of Chicago,organisation,ai_test
University of California at Berkeley,university,ai_test
University of Twente,university,ai_test
biomechatronics,field,ai_test
forecasting accuracy,metrics,ai_test
Computer Vision and Pattern Recognition,conference,ai_test
VMAF,metrics,ai_test
PSNR -HVS,metrics,ai_test
VQM-VFD,metrics,ai_test
Geometric hashing,algorithm,ai_test
game,field,ai_test
multi-agent systems,field,ai_test
Pattern recognition,field,ai_test
function approximation,task,ai_test
multivariate regression,algorithm,ai_test
time-series prediction,task,ai_test
Yom Kippur War,ai,ai_test
surface-to-air missile,product,ai_test
Egypt,country,ai_test
Syria,country,ai_test
HTK book,product,ai_test
HTK toolkit,product,ai_test
2004 AAAI,conference,ai_test
eyeball inspection,task,ai_test
principal component analysis,task,ai_test
Toyota,organisation,ai_test
Self-driving car,product,ai_test
ionosphere reflections,ai,ai_test
meteor trails,ai,ai_test
three body scatter spike,ai,ai_test
industrial,product,ai_test
biped gait,ai,ai_test
local minimum,ai,ai_test
curvature,ai,ai_test
1997 RoboCup 2D Soccer Simulation League,ai,ai_test
RoboCup,ai,ai_test
International Joint Conference on Artificial Intelligence,conference,ai_test
Nagoya,location,ai_test
Rserve,product,ai_test
Bonn,researcher,ai_test
Sebastian Thrun,researcher,ai_test
civil engineering,field,ai_test
information systems,field,ai_test
geosciences.,field,ai_test
AAAI Classic Paper award,ai,ai_test
USA edition of Campus Party,conference,ai_test
Yoshua Bengio,researcher,ai_test
Turing Award,ai,ai_test
deep neural networks,algorithm,ai_test
Euler Math Toolbox,product,ai_test
Common Lisp,programlang,ai_test
D,programlang,ai_test
XOR function,ai,ai_test
SYSTRAN,product,ai_test
USAF Foreign Technology Division,organisation,ai_test
National Air and Space Intelligence Center,organisation,ai_test
Wright-Patterson Air Force Base,location,ai_test
Ohio,location,ai_test
Semi-supervised learning,field,ai_test
n -gram model,algorithm,ai_test
probabilistic language model,algorithm,ai_test
Markov model,algorithm,ai_test
Cleveland Clinic,location,ai_test
Cyc,product,ai_test
natural language query interface of biomedical information,product,ai_test
training,ai,ai_test
tuning,ai,ai_test
Australia,country,ai_test
Fandango,organisation,ai_test
Atran,researcher,ai_test
Cambridge University,university,ai_test
Hebrew University,university,ai_test
Jerusalem,location,ai_test
École pratique des hautes études,university,ai_test
École Polytechnique,university,ai_test
John Jay College of Criminal Justice,university,ai_test
New York City,location,ai_test
SHRDLU,product,ai_test
B.E.,ai,ai_test
electronics engineering,field,ai_test
B.M.S. College of Engineering,university,ai_test
Bangalore,location,ai_test
Bangalore University,university,ai_test
M.S.,ai,ai_test
electrical and computer engineering,field,ai_test
Drexel University,university,ai_test
University of Wisconsin-Madison,university,ai_test
Leonard Uhr,researcher,ai_test
word error rate,metrics,ai_test
WER,metrics,ai_test
real time factor,metrics,ai_test
electrical engineering,field,ai_test
computer engineering,field,ai_test
design engineering,field,ai_test
user-machine interfaces,ai,ai_test
TP + TN,metrics,ai_test
TP + TN + FP + FN,metrics,ai_test
First International Conference Data Mining and Knowledge Discovery,conference,ai_test
KDD-95,conference,ai_test
Montreal,location,ai_test
empirical risk,algorithm,ai_test
Chris Rose,person,ai_test
UFC,organisation,ai_test
Kenny Florian,person,ai_test
Sussman,researcher,ai_test
Winograd,researcher,ai_test
natural-language understanding,task,ai_test
story understanding,task,ai_test
Thorne McCarty,researcher,ai_test
legal reasoning,task,ai_test
information systems,product,ai_test
word-sense disambiguation,task,ai_test
automatic text classification,task,ai_test
Automatic summarization,task,ai_test
automatic crossword puzzle generation,task,ai_test
Keutzer,researcher,ai_test
nonlinear weighted sum,algorithm,ai_test
hyperbolic tangent,algorithm,ai_test
softmax function,algorithm,ai_test
rectifier function,algorithm,ai_test
terminology extraction,task,ai_test
phrase chunking,task,ai_test
machine translations,task,ai_test
bilingual evaluation understudy,metrics,ai_test
paraphrase generation models,product,ai_test
Kawasaki Heavy Industries,organisation,ai_test
GKN,organisation,ai_test
England,country,ai_test
ECML PKDD,conference,ai_test
knowledge discovery and data mining,conference,ai_test
automatic speech recognition systems,product,ai_test
canonical form,ai,ai_test
BiLingual Evaluation Understudy,metrics,ai_test
Center for Advanced Study in the Behavioral Sciences,organisation,ai_test
Cognitive Science,field,ai_test
Canadian Institute for Advanced Research,organisation,ai_test
Canadian Psychological Association,organisation,ai_test
eSpeak,product,ai_test
Mandarin,ai,ai_test
Cantonese.,ai,ai_test
Software Automatic Mouth,product,ai_test
synthesis program,task,ai_test
TP / ( TP + FN ),metrics,ai_test
FN / ( TP + FN ),metrics,ai_test
TRUE Negative Rate,metrics,ai_test
TNR,metrics,ai_test
Specificity,metrics,ai_test
SPC,metrics,ai_test
TN / ( TN + FP ),metrics,ai_test
FP / ( TN + FP ),metrics,ai_test
Edsinger,person,ai_test
Weber,organisation,ai_test
Kismet,product,ai_test
VAL,programlang,ai_test
Unimate robots,product,ai_test
2009 Conference on Computer Vision and Pattern Recognition,conference,ai_test
Florida,location,ai_test
Categorization tasks,ai,ai_test
unsupervised classification,task,ai_test
emotion recognition,task,ai_test
encoding,ai,ai_test
recall,ai,ai_test
retrieval,ai,ai_test
Stewart platforms,product,ai_test
Machine vision,field,ai_test
systems engineering,field,ai_test
LSTM gates,algorithm,ai_test
logistic sigmoid function,algorithm,ai_test
sample mean,metrics,ai_test
minimum variance unbiased estimator,metrics,ai_test
MVUE,metrics,ai_test
Scientific American,ai,ai_test
Berners-Lee,researcher,ai_test
James Hendler,researcher,ai_test
Ora Lassila,researcher,ai_test
Web,product,ai_test
Blade Runner,ai,ai_test
Rachael,person,ai_test
Tyrell,person,ai_test
Nina Axelrod,person,ai_test
Gerry Sussman,researcher,ai_test
University of Edinburgh,university,ai_test
Edinburgh,location,ai_test
Walter,researcher,ai_test
CNN,algorithm,ai_test
ImageNet Large Scale Visual Recognition Challenge 2012,conference,ai_test
Brier score,metrics,ai_test
TRUE probability,ai,ai_test
NtechLab,organisation,ai_test
SenseTime,organisation,ai_test
Structure From Motion,task,ai_test
SFM,task,ai_test
Visual SLAM,task,ai_test
simultaneous localization and mapping,task,ai_test
Robotics,field,ai_test
Best Paper Award,ai,ai_test
David Marr Prize,ai,ai_test
ICCV 1999,conference,ai_test
Stephen H. Muggleton,researcher,ai_test
FBCS,organisation,ai_test
FIET,organisation,ai_test
Edge detection,task,ai_test
outside temperature,ai,ai_test
decimal places of precision,ai,ai_test
Fon Davis,person,ai_test
Jessica Chobot,person,ai_test
Leland Melvin,person,ai_test
Clark Gregg,person,ai_test
MythBusters,ai,ai_test
Battlebots,ai,ai_test
Adam Savage,person,ai_test
NFL,organisation,ai_test
Vernon Davis,person,ai_test
YouTube,organisation,ai_test
Michael Stevens,person,ai_test
Vsauce,person,ai_test
GMM-HMM,algorithm,ai_test
GNU Octave,programlang,ai_test
Scilab,programlang,ai_test
SciPy,product,ai_test
Linear predictive coding,algorithm,ai_test
LPC,algorithm,ai_test
Fumitada Itakura,researcher,ai_test
Nagoya University,university,ai_test
Shuzo Saito,researcher,ai_test
Nippon Telegraph and Telephone,organisation,ai_test
NTT,organisation,ai_test
International Conference on Computer Vision and Pattern Recognition,conference,ai_test
University of Debrecen,university,ai_test
Hungarian Academy of Sciences,organisation,ai_test
Eötvös Loránd University,university,ai_test
Logo,programlang,ai_test
Wally Feurzeig,researcher,ai_test
Cynthia Solomon,researcher,ai_test
Eyring Research Institute,organisation,ai_test
U.S. Air Force Missile Directorate,organisation,ai_test
Hill Air Force Base,location,ai_test
Ogden,location,ai_test
Utah,location,ai_test
Intelligent Systems Technology Software,product,ai_test
Reagan Star Wars program,product,ai_test
John F. Sowa,researcher,ai_test
John Zachman,researcher,ai_test
Sobel operator,algorithm,ai_test
Sobel-Feldman operator,algorithm,ai_test
Sobel filter,algorithm,ai_test
edge detection algorithms,ai,ai_test
LDA,algorithm,ai_test
PCA,algorithm,ai_test
Winnow,algorithm,ai_test
VTK,product,ai_test
Tcl / Tk,product,ai_test
automata,field,ai_test
Cabaret Mechanical Theatre,organisation,ai_test
Dug North,person,ai_test
Chomick + Meder,person,ai_test
Arthur Ganson,person,ai_test
Joe Jones,person,ai_test
Le Défenseur du Temps,location,ai_test
French,ai,ai_test
Jacques Monestier,person,ai_test
François Junod,person,ai_test
Pausch,researcher,ai_test
computing education,field,ai_test
Karl V. Karlstrom Outstanding Educator Award,ai,ai_test
ACM SIGCSE Award for Outstanding Contributions to Computer Science Education,ai,ai_test
Devol,person,ai_test
robot,product,ai_test
Semantic networks,algorithm,ai_test
semantic parsing,task,ai_test
Honglak Lee,researcher,ai_test
Roger Grosse,researcher,ai_test
Rajesh Ranganath,researcher,ai_test
Andrew Y. Ng,researcher,ai_test
Discovery One spacecraft systems,product,ai_test
Jupiter,ai,ai_test
Saturn,ai,ai_test
HAL,product,ai_test
lip reading,task,ai_test
art appreciation,field,ai_test
Affective computing,task,ai_test
automated reasoning,task,ai_test
spacecraft piloting,task,ai_test
playing chess,task,ai_test
Dr. Julesz,researcher,ai_test
Hungary,country,ai_test
the United States,country,ai_test
Soviet,country,ai_test
maximum likelihood decision,algorithm,ai_test
University of Konstanz,university,ai_test
University of Salzburg,university,ai_test
sensitivity / specificity,metrics,ai_test
recall / precision,metrics,ai_test
Jaccard similarity,metrics,ai_test
SciLab,product,ai_test
Sklearn,product,ai_test
R language,programlang,ai_test
principal component analysis,algorithm,ai_test
Industrial robots,product,ai_test
CGs,field,ai_test
cognitive science,field,ai_test
IJCAI Award for Research Excellence,ai,ai_test
Lenat,researcher,ai_test
Scientific Advisory Boards of both Microsoft and Apple,organisation,ai_test
Autoencoders,algorithm,ai_test
loss,ai,ai_test
lexical knowledge base,ai,ai_test
TD-Lambda,algorithm,ai_test
hierarchical clustering,task,ai_test
hierarchical cluster analysis,task,ai_test
HCA,task,ai_test
deconvolution,algorithm,ai_test
Cognitive maps,algorithm,ai_test
cognitive load,ai,ai_test
voice-user interface,product,ai_test
VUI,product,ai_test
text to speech,task,ai_test
Jess,programlang,ai_test
rule engine,ai,ai_test
Ernest Friedman-Hill,researcher,ai_test
Sandia National,organisation,ai_test
multilayer perceptron,algorithm,ai_test
neural machine translation system,product,ai_test
end-to-end artificial neural network,algorithm,ai_test
long short-term memory networks,algorithm,ai_test
Werbos,researcher,ai_test
Williams,researcher,ai_test
Robinson,researcher,ai_test
Pearlmutter,researcher,ai_test
Apple,organisation,ai_test
Nuance,organisation,ai_test
Columbia,organisation,ai_test
3D westerns,ai,ai_test
Sam Katzman,person,ai_test
William Castle,person,ai_test
DAQ,task,ai_test
ladder logic,programlang,ai_test
Visual C + +,product,ai_test
Visual Basic,programlang,ai_test
LabVIEW,product,ai_test
BLEU metric,metrics,ai_test
printed circuit board,product,ai_test
PCBs,product,ai_test
pick-and-place robots,product,ai_test
SCARA,product,ai_test
David Blei,researcher,ai_test
Andrew Ng,researcher,ai_test
Michael I. Jordan,researcher,ai_test
topic discovery,task,ai_test
WSI,task,ai_test
tauopathies,ai,ai_test
F1 score,metrics,ai_test
AR,field,ai_test
Nnaisense,organisation,ai_test
self-driving car,product,ai_test
Bigrams,ai,ai_test
cognitive psychology,field,ai_test
Early Career Award,ai,ai_test
Boyd McCandless Award,ai,ai_test
Troland Research Award,ai,ai_test
Henry Dale Prize,ai,ai_test
Royal Institution of Great Britain,organisation,ai_test
George Miller Prize,ai,ai_test
eigenface,ai,ai_test
eigenfaces,ai,ai_test
Sirovich,researcher,ai_test
Kirby,researcher,ai_test
Matthew Turk,researcher,ai_test
face classification,task,ai_test
"Turk , Matthew A",researcher,ai_test
"Pentland , Alex P.",researcher,ai_test
Face recognition,task,ai_test
Hyponymy,ai,ai_test
synsets,ai,ai_test
OPeNDAP,organisation,ai_test
DAP,ai,ai_test
Samurai Damashii,ai,ai_test
Senkousha,product,ai_test
Chinese Cannon,ai,ai_test
QRIO SDR-3X,product,ai_test
TensorFlow,product,ai_test
Theano,product,ai_test
American Association for the Advancement of Science,conference,ai_test
RET,organisation,ai_test
Cole Porter,person,ai_test
Broadway,organisation,ai_test
Howard Keel,person,ai_test
Kathryn Grayson,person,ai_test
Ann Miller,person,ai_test
Keenan Wynn,person,ai_test
Bobby Van,person,ai_test
James Whitmore,person,ai_test
Kurt Kasznar,person,ai_test
Tommy Rall,person,ai_test
mixed initiative dialog system,product,ai_test
distortion D,ai,ai_test
MLPs,algorithm,ai_test
image recognition,task,ai_test
Neural networks,product,ai_test
Allen,researcher,ai_test
C. Raymond Perrault,researcher,ai_test
Torch,product,ai_test
PyTorch,product,ai_test
ONNX,product,ai_test
Caffe,product,ai_test
Christensen,researcher,ai_test
European Robotics Research Network,organisation,ai_test
EURON,organisation,ai_test
IEEE Robotics and Automation Society,organisation,ai_test
Samarkand State University,university,ai_test
Samarkand,location,ai_test
Uzbek Soviet Socialist Republic,country,ai_test
Ph.D,ai,ai_test
Institute of Control Sciences,organisation,ai_test
Moscow,location,ai_test
Cycorp,organisation,ai_test
Cyc system,product,ai_test
Micromouse competition,ai,ai_test
Spectrum,ai,ai_test
Gabor space,algorithm,ai_test
iris recognition,task,ai_test
Tcl,programlang,ai_test
supervised,field,ai_test
ozone,ai,ai_test
Rousseeuw,researcher,ai_test
Leroy,researcher,ai_test
Denso Wave,organisation,ai_test
bar-code reader,product,ai_test
programmable logic controller,product,ai_test
Bayesian,algorithm,ai_test
Audio Engineering Society,conference,ai_test
Compact Disc,ai,ai_test
CD,ai,ai_test
anti-aliasing filter,ai,ai_test
red-green anaglyph,ai,ai_test
Marie Doro,person,ai_test
John B. Mason,person,ai_test
Jim the Penman,person,ai_test
Famous Players-Lasky,organisation,ai_test
Niagara Falls,location,ai_test
Crawler-friendly Web Servers,product,ai_test
American National Standards Institute / NISO standard Z39.50,ai,ai_test
International Organization for Standardization standard 23950,ai,ai_test
one-hot distribution,ai,ai_test
perplexity,metrics,ai_test
classification of text into several categories,task,ai_test
handwriting recognition on postal envelopes,task,ai_test
automatic recognition of images of human faces,task,ai_test
handwriting image extraction from medical forms,task,ai_test
Artificial neural networks,algorithm,ai_test
Salford Systems,organisation,ai_test
CART,product,ai_test
SPSS Modeler,product,ai_test
RapidMiner,product,ai_test
SAS Enterprise Miner,product,ai_test
Matlab,product,ai_test
rpart,algorithm,ai_test
party,algorithm,ai_test
randomForest,algorithm,ai_test
Weka,product,ai_test
data-mining,task,ai_test
Orange,product,ai_test
KNIME,product,ai_test
Microsoft SQL Server,product,ai_test
Bishnu S. Atal,researcher,ai_test
Manfred R. Schroeder,researcher,ai_test
speech synthesizer DSP chips,product,ai_test
Image analysis,field,ai_test
reading bar code d tags,task,ai_test
PEGASOS,algorithm,ai_test
iOS,product,ai_test
categorization,task,ai_test
novelty detection,task,ai_test
free-text Question Answering,task,ai_test
rotary actuator,product,ai_test
parallelogram arm,ai,ai_test
2 × 2 contingency table,metrics,ai_test
anomaly detection,task,ai_test
association rule mining,task,ai_test
sequential pattern mining,task,ai_test
Germans,ai,ai_test
Wotan,product,ai_test
BBC,organisation,ai_test
Alexandra Palace,location,ai_test
Semantic Web applications,ai,ai_test
FOAF,product,ai_test
Friend a Friend,product,ai_test
URIs,ai,ai_test
speech system of Apple Macintosh,product,ai_test
PlainTalk,product,ai_test
automatic summarization,task,ai_test
Janelia Farm Campus of Howard Hughes Medical Institute,organisation,ai_test
Allen Institute for Brain Science,organisation,ai_test
National Institutes of Health,organisation,ai_test
Singapore,country,ai_test
South Korea,country,ai_test
Sri Lanka,country,ai_test
ECCV,conference,ai_test
Dalal,researcher,ai_test
Triggs,researcher,ai_test
Cordelia Schmid,researcher,ai_test
HOG detectors,algorithm,ai_test
human detection in films and videos,task,ai_test
negative predictive value,metrics,ai_test
Jaccard index criterion,metrics,ai_test
maximum likelihood estimators and likelihood functions,metrics,ai_test
opinion-based recommender system,product,ai_train
Multimodal sentiment analysis,task,ai_train
X.Y. Feng,researcher,ai_train
H. Zhang,researcher,ai_train
Y.J. Ren,researcher,ai_train
P.H. Shang,researcher,ai_train
Y. Zhu,researcher,ai_train
Y.C. Liang,researcher,ai_train
R.C. Guan,researcher,ai_train
D. Xu,researcher,ai_train
back-propagation algorithm,algorithm,ai_train
unsupervised methods,ai,ai_train
Geoff Hinton,researcher,ai_train
DCG,metrics,ai_train
artificial neural networks,algorithm,ai_train
competitive learning,algorithm,ai_train
error-correction learning,algorithm,ai_train
topological properties,ai,ai_train
Audio Engineering Society,organisation,ai_train
audio signal,ai,ai_train
noise floor measurement,metrics,ai_train
voice recognition,task,ai_train
sign language,task,ai_train
hand gestures interpretation,task,ai_train
medical imaging analysis,field,ai_train
National Science Foundation,organisation,ai_train
National Aeronautics and Space Administration,organisation,ai_train
NASA,organisation,ai_train
US Department of Energy,organisation,ai_train
US Department of Commerce NIST,organisation,ai_train
US Department of Defense,organisation,ai_train
Defense Advanced Research Projects Agency,organisation,ai_train
DARPA,organisation,ai_train
Office of Naval Research,organisation,ai_train
probit model,algorithm,ai_train
Ronald Fisher,researcher,ai_train
Bliss,researcher,ai_train
SYSTRAN system,product,ai_train
AltaVista,organisation,ai_train
BabelFish,product,ai_train
Yahoo,organisation,ai_train
Babelfish,product,ai_train
Hutter,researcher,ai_train
artificial general intelligence,field,ai_train
intelligent agents,ai,ai_train
ROUGE,metrics,ai_train
Recall-Oriented Understudy for Gisting Evaluation,metrics,ai_train
David Norris,researcher,ai_train
Bloor Research,organisation,ai_train
tity,product,ai_train
predictive modeling,task,ai_train
graphical user interfaces,ai,ai_train
Weka 3,product,ai_train
Eurisko,product,ai_train
Heuretics : Theoretical and Study of Heuristic Rules,ai,ai_train
Best Paper award,ai,ai_train
1982 Association for the Advancement of Artificial Intelligence,conference,ai_train
Hinge loss,metrics,ai_train
Apple 's Siri,product,ai_train
Amazon Alexa,product,ai_train
Google Assistant,product,ai_train
Microsoft Cortana,product,ai_train
Samsung 's Bixby,product,ai_train
Voice Portals,product,ai_train
Far Field voice smart speakers,product,ai_train
Amazon Echo,product,ai_train
Google Home,product,ai_train
mixtures of Gaussians,algorithm,ai_train
network,algorithm,ai_train
OSD algorithm,algorithm,ai_train
robotic mapping,task,ai_train
navigation,task,ai_train
image stitching,task,ai_train
3D modeling,task,ai_train
individual identification of wildlife,task,ai_train
match moving,task,ai_train
pose estimation,task,ai_train
Brown University,university,ai_train
MPI Saarbruecken,university,ai_train
"University of California , San Diego",university,ai_train
École Centrale Paris,university,ai_train
ETH Zurich,university,ai_train
National University of Sciences and Technology,university,ai_train
NUST,university,ai_train
"University of California , Irvine",university,ai_train
Sigmoid function Cross entropy loss,metrics,ai_train
Johann Bernoulli Chair,ai,ai_train
Mathematics,field,ai_train
Informatics,field,ai_train
University of Groningen,university,ai_train
Toshiba Endowed Chair,ai,ai_train
Tokyo Institute of Technology,university,ai_train
Cambridge,university,ai_train
CINT,product,ai_train
Cling,product,ai_train
Voice user interfaces,product,ai_train
coreference resolution,task,ai_train
named-entity recognition,task,ai_train
dialog management,task,ai_train
deep feedforward neural network,algorithm,ai_train
Windows desktop systems,product,ai_train
SAPI 4,product,ai_train
SAPI 5,product,ai_train
S. V. della laurea ad honorem,ai,ai_train
Psychology,field,ai_train
University of Padua,university,ai_train
Industrial Design and Engineering,field,ai_train
Delft University of Technology,university,ai_train
Laurent Cohen,researcher,ai_train
Pitié-Salpêtrière Hospital,organisation,ai_train
Dehaene,researcher,ai_train
parietal lobe,ai,ai_train
inferior parietal lobule,ai,ai_train
intraparietal sulcus,ai,ai_train
artificially intelligent robots,product,ai_train
A.I. Artificial Intelligence,ai,ai_train
Ex Machina,ai,ai_train
The Walt Disney Company,organisation,ai_train
Magic Journeys,ai,ai_train
Captain EO,ai,ai_train
Francis Ford Coppola,person,ai_train
Michael Jackson,person,ai_train
syntactic parsing,task,ai_train
Collins,researcher,ai_train
palletizing robot,product,ai_train
Fuji Yusoki Kogyo Company.,organisation,ai_train
KUKA robotics,organisation,ai_train
Kenneth Ford,researcher,ai_train
Simon Newcomb,researcher,ai_train
line search algorithm,algorithm,ai_train
line search,algorithm,ai_train
backtracking line search,algorithm,ai_train
Armijo-line search,algorithm,ai_train
Breadth-first search,algorithm,ai_train
Depth-first search,algorithm,ai_train
expert system,product,ai_train
Maximum Likelihood,algorithm,ai_train
Maximum A Posteriori,algorithm,ai_train
eSpeak synthesizer,product,ai_train
Heterodyning,algorithm,ai_train
Canadian,ai,ai_train
Reginald Fessenden,researcher,ai_train
John Wayne,person,ai_train
Hondo,ai,ai_train
Warner Bros.,organisation,ai_train
Miss Sadie Thompson,ai,ai_train
Rita Hayworth,person,ai_train
Money From Home,ai,ai_train
Dean Martin,person,ai_train
Jerry Lewis,person,ai_train
DeepFace,product,ai_train
Facebook,organisation,ai_train
Geometry processing,field,ai_train
computer graphics,field,ai_train
Symposium on Geometry Processing,conference,ai_train
Feature extraction,task,ai_train
Principal Component Analysis,algorithm,ai_train
canonical correlation analysis,algorithm,ai_train
CCA,algorithm,ai_train
pre-processing,ai,ai_train
C. Papageorgiou,researcher,ai_train
T. Poggio,researcher,ai_train
Trainable Pedestrian Detection system,product,ai_train
International Journal of Computer Vision,conference,ai_train
IJCV,conference,ai_train
histogram of oriented gradients,algorithm,ai_train
N. Dalal,researcher,ai_train
B. Triggs,researcher,ai_train
Histograms of oriented gradients,algorithm,ai_train
IEEE Computer Society Conference on Computer Vision and Pattern Recognition,conference,ai_train
autoencoder,algorithm,ai_train
Feature learning,task,ai_train
Haralick,researcher,ai_train
International Association for Pattern Recognition,organisation,ai_train
IAPR,organisation,ai_train
end-to-end ASR,task,ai_train
Connectionist Temporal Classification,algorithm,ai_train
CTC,algorithm,ai_train
Google DeepMind,organisation,ai_train
Navdeep Jaitly,researcher,ai_train
Linear-fractional programming,algorithm,ai_train
LFP,algorithm,ai_train
LP,algorithm,ai_train
Test-of-Time awards,ai,ai_train
International Conference on Machine Learning 2011 & 2012,conference,ai_train
.NET,product,ai_train
